ID,GroupID,OccurrenceTime,AlarmTextID,CurValue,ResetTime,VariableValue,Operator,Conditions
72093,0,2021-08-13 11:18:08,0,On,2021-08-13 11:18:23,,,On
72094,2,2021-08-13 11:18:26,37,Off,2021-08-13 11:18:27,,,Off
72095,2,2021-08-13 11:25:31,39,On,2021-08-13 12:34:27,,,On
72096,0,2021-08-13 11:36:57,0,On,2021-08-13 12:33:40,,,On
72097,1,2021-08-13 12:33:43,5,On,2021-08-13 14:32:45,,,On
72098,1,2021-08-13 12:34:27,3,On,2021-08-13 14:32:45,,,On
72099,2,2021-08-13 12:34:27,8,On,2021-08-13 14:20:45,,,On
72100,2,2021-08-13 12:34:35,35,On,2021-08-13 14:30:44,,,On
72101,2,2021-08-13 12:37:35,29,On,2021-08-13 14:20:45,,,On
72102,1,2021-08-13 14:20:45,36,Off,2021-08-13 14:20:45,,,Off
72103,2,2021-08-13 14:20:45,9,Off,2021-08-13 15:34:54,,,Off
72104,1,2021-08-13 14:20:45,38,On,2021-08-13 14:32:45,,,On
72105,2,2021-08-13 14:20:45,30,Off,2021-08-13 15:38:01,,,Off
72106,2,2021-08-13 14:30:44,39,On,2021-08-13 15:34:53,,,On
72107,1,2021-08-13 14:32:45,4,Off,2021-08-13 15:34:53,,,Off
72108,1,2021-08-13 14:57:15,2,Off,2021-08-13 14:58:27,,,Off
72109,2,2021-08-13 14:57:16,31,On,2021-08-13 14:57:42,,,On
72110,2,2021-08-13 14:57:19,33,On,2021-08-13 14:57:40,,,On
72111,2,2021-08-13 14:57:20,32,On,2021-08-13 14:57:40,,,On
72112,2,2021-08-13 14:57:58,35,On,2021-08-13 14:58:04,,,On
72113,2,2021-08-13 14:58:12,31,On,2021-08-13 14:58:23,,,On
72114,2,2021-08-13 14:58:13,32,On,2021-08-13 14:58:22,,,On
72115,2,2021-08-13 14:58:14,33,On,2021-08-13 14:58:21,,,On
72116,1,2021-08-13 14:58:27,1,On,,,,On
72117,1,2021-08-13 15:34:09,5,On,2021-08-13 17:04:41,,,On
72118,1,2021-08-13 15:34:53,3,On,2021-08-13 17:04:41,,,On
72119,2,2021-08-13 15:34:54,8,On,2021-08-13 17:04:41,,,On
72120,2,2021-08-13 15:35:01,35,On,2021-08-13 17:04:41,,,On
72121,2,2021-08-13 15:38:01,29,On,2021-08-13 16:02:55,,,On
72122,2,2021-08-13 16:02:55,30,Off,2021-08-13 16:05:17,,,Off
72123,2,2021-08-13 16:02:55,27,On,2021-08-13 16:02:58,,,On
72124,2,2021-08-13 16:03:05,27,On,2021-08-13 16:03:12,,,On
72125,2,2021-08-13 16:05:17,29,On,2021-08-13 16:13:00,,,On
72126,2,2021-08-13 16:13:00,30,Off,2021-08-13 16:15:21,,,Off
72127,2,2021-08-13 16:13:00,27,On,2021-08-13 16:13:23,,,On
72128,2,2021-08-13 16:15:21,29,On,2021-08-13 16:27:50,,,On
72129,2,2021-08-13 16:27:50,30,Off,2021-08-13 16:30:12,,,Off
72130,2,2021-08-13 16:30:12,29,On,2021-08-13 16:33:11,,,On
72131,2,2021-08-13 16:33:11,27,On,2021-08-13 16:33:13,,,On
72132,2,2021-08-13 16:33:11,30,Off,2021-08-13 16:35:32,,,Off
72133,2,2021-08-13 16:33:22,27,On,2021-08-13 16:33:25,,,On
72134,2,2021-08-13 16:33:38,27,On,2021-08-13 16:33:40,,,On
72135,2,2021-08-13 16:33:51,27,On,2021-08-13 16:33:52,,,On
72136,2,2021-08-13 16:35:32,29,On,2021-08-13 16:39:10,,,On
72137,2,2021-08-13 16:39:10,27,On,2021-08-13 16:39:11,,,On
72138,2,2021-08-13 16:39:10,30,Off,2021-08-13 16:41:32,,,Off
72139,2,2021-08-13 16:39:24,27,On,2021-08-13 16:39:24,,,On
72140,2,2021-08-13 16:39:36,27,On,2021-08-13 16:39:38,,,On
72141,2,2021-08-13 16:41:32,29,On,2021-08-13 16:45:31,,,On
72142,2,2021-08-13 16:45:30,27,On,2021-08-13 16:45:37,,,On
72143,2,2021-08-13 16:45:31,30,Off,2021-08-13 16:47:52,,,Off
72144,2,2021-08-13 16:47:52,29,On,2021-08-13 16:51:25,,,On
72145,2,2021-08-13 16:51:25,30,Off,2021-08-13 16:53:47,,,Off
72146,2,2021-08-13 16:53:47,29,On,2021-08-13 17:04:41,,,On
72147,0,2021-08-13 17:04:40,0,On,2021-08-13 17:04:54,,,On
72148,1,2021-08-13 17:04:41,4,Off,2021-08-13 17:09:52,,,Off
72149,2,2021-08-13 17:04:41,30,Off,2021-08-13 17:12:59,,,Off
72150,2,2021-08-13 17:04:41,9,Off,2021-08-13 17:09:52,,,Off
72151,1,2021-08-13 17:04:54,36,Off,2021-08-13 17:04:54,,,Off
72152,1,2021-08-13 17:09:08,5,On,2021-08-13 23:42:56,,,On
72153,1,2021-08-13 17:09:52,3,On,2021-08-13 23:42:56,,,On
72154,2,2021-08-13 17:09:52,8,On,2021-08-13 23:30:57,,,On
72155,2,2021-08-13 17:10:01,35,On,2021-08-13 23:40:57,,,On
72156,2,2021-08-13 17:12:59,29,On,2021-08-13 19:09:54,,,On
72157,2,2021-08-13 19:09:54,30,Off,2021-08-13 19:14:54,,,Off
72158,2,2021-08-13 19:14:54,29,On,2021-08-13 19:56:28,,,On
72159,2,2021-08-13 19:56:28,27,On,2021-08-13 19:56:34,,,On
72160,2,2021-08-13 19:56:28,30,Off,2021-08-13 19:58:49,,,Off
72161,2,2021-08-13 19:56:56,27,On,2021-08-13 19:56:57,,,On
72162,2,2021-08-13 19:58:49,29,On,2021-08-13 21:14:53,,,On
72163,2,2021-08-13 21:14:53,30,Off,2021-08-13 21:19:53,,,Off
72164,2,2021-08-13 21:19:53,29,On,2021-08-13 21:23:50,,,On
72165,2,2021-08-13 21:23:50,30,Off,2021-08-13 21:26:11,,,Off
72166,2,2021-08-13 21:23:50,27,On,2021-08-13 21:23:51,,,On
72167,2,2021-08-13 21:26:11,29,On,2021-08-13 21:31:19,,,On
72168,2,2021-08-13 21:31:18,27,On,2021-08-13 21:31:24,,,On
72169,2,2021-08-13 21:31:19,30,Off,2021-08-13 21:33:40,,,Off
72170,2,2021-08-13 21:31:32,27,On,2021-08-13 21:31:38,,,On
72171,2,2021-08-13 21:33:40,29,On,2021-08-13 22:56:04,,,On
72172,2,2021-08-13 22:56:04,30,Off,2021-08-13 22:58:26,,,Off
72173,2,2021-08-13 22:56:04,27,On,2021-08-13 22:56:08,,,On
72174,2,2021-08-13 22:56:19,27,On,2021-08-13 22:56:31,,,On
72175,2,2021-08-13 22:56:39,27,On,2021-08-13 22:56:47,,,On
72176,2,2021-08-13 22:58:26,29,On,2021-08-13 23:02:38,,,On
72177,2,2021-08-13 23:02:38,30,Off,2021-08-13 23:04:59,,,Off
72178,2,2021-08-13 23:02:38,27,On,2021-08-13 23:02:43,,,On
72179,2,2021-08-13 23:04:59,29,On,2021-08-13 23:09:22,,,On
72180,2,2021-08-13 23:09:22,30,Off,2021-08-13 23:11:44,,,Off
72181,2,2021-08-13 23:09:23,27,On,2021-08-13 23:09:25,,,On
72182,2,2021-08-13 23:11:44,29,On,2021-08-13 23:19:53,,,On
72183,2,2021-08-13 23:19:53,30,Off,2021-08-13 23:24:53,,,Off
72184,2,2021-08-13 23:24:53,29,On,2021-08-13 23:27:59,,,On
72185,2,2021-08-13 23:27:59,27,On,2021-08-13 23:28:01,,,On
72186,2,2021-08-13 23:27:59,30,Off,2021-08-13 23:30:21,,,Off
72187,2,2021-08-13 23:28:09,27,On,2021-08-13 23:29:01,,,On
72188,2,2021-08-13 23:30:21,29,On,2021-08-13 23:30:57,,,On
72189,1,2021-08-13 23:30:57,36,Off,2021-08-13 23:30:57,,,Off
72190,1,2021-08-13 23:30:57,38,On,2021-08-13 23:42:56,,,On
72191,2,2021-08-13 23:30:57,30,Off,,,,Off
72192,2,2021-08-13 23:30:57,9,Off,,,,Off
72193,2,2021-08-13 23:40:57,39,On,,,,On
72194,1,2021-08-13 23:42:56,4,Off,,,,Off
72195,1,2021-08-14 06:07:38,1,On,,,,On
72196,1,2021-08-14 06:07:38,4,Off,2021-08-14 06:14:23,,,Off
72197,2,2021-08-14 06:07:38,7,Off,,,,Off
72198,2,2021-08-14 06:07:38,9,Off,2021-08-14 06:14:23,,,Off
72199,2,2021-08-14 06:07:38,30,Off,2021-08-14 06:17:31,,,Off
72200,1,2021-08-14 06:13:39,5,On,2021-08-14 14:37:01,,,On
72201,1,2021-08-14 06:14:23,3,On,2021-08-14 14:37:02,,,On
72202,2,2021-08-14 06:14:23,8,On,2021-08-14 14:25:02,,,On
72203,2,2021-08-14 06:14:31,35,On,2021-08-14 14:35:02,,,On
72204,2,2021-08-14 06:17:31,29,On,2021-08-14 08:14:31,,,On
72205,2,2021-08-14 08:14:31,30,Off,2021-08-14 08:19:31,,,Off
72206,2,2021-08-14 08:19:31,29,On,2021-08-14 10:04:04,,,On
72207,2,2021-08-14 10:04:04,30,Off,2021-08-14 10:06:26,,,Off
72208,2,2021-08-14 10:04:05,27,On,2021-08-14 10:04:15,,,On
72209,2,2021-08-14 10:06:26,29,On,2021-08-14 10:19:30,,,On
72210,2,2021-08-14 10:19:30,30,Off,2021-08-14 10:20:00,,,Off
72211,2,2021-08-14 10:20:00,29,On,2021-08-14 10:36:15,,,On
72212,2,2021-08-14 10:36:15,27,On,2021-08-14 10:36:15,,,On
72213,2,2021-08-14 10:36:15,30,Off,2021-08-14 10:38:36,,,Off
72214,2,2021-08-14 10:38:36,29,On,2021-08-14 11:25:34,,,On
72215,2,2021-08-14 11:25:34,27,On,2021-08-14 11:25:35,,,On
72216,2,2021-08-14 11:25:34,30,Off,2021-08-14 11:27:55,,,Off
72217,2,2021-08-14 11:25:48,27,On,2021-08-14 11:25:51,,,On
72218,2,2021-08-14 11:27:55,29,On,2021-08-14 11:45:14,,,On
72219,2,2021-08-14 11:45:14,27,On,2021-08-14 11:45:46,,,On
72220,2,2021-08-14 11:45:14,30,Off,2021-08-14 11:47:35,,,Off
72221,2,2021-08-14 11:45:54,27,On,2021-08-14 11:45:59,,,On
72222,2,2021-08-14 11:47:35,29,On,2021-08-14 12:06:00,,,On
72223,2,2021-08-14 12:06:00,27,On,2021-08-14 12:06:03,,,On
72224,2,2021-08-14 12:06:00,30,Off,2021-08-14 12:08:22,,,Off
72225,2,2021-08-14 12:08:22,29,On,2021-08-14 12:19:31,,,On
72226,2,2021-08-14 12:19:31,30,Off,2021-08-14 12:20:57,,,Off
72227,2,2021-08-14 12:20:57,29,On,2021-08-14 13:11:00,,,On
72228,2,2021-08-14 13:11:00,30,Off,2021-08-14 13:13:21,,,Off
72229,2,2021-08-14 13:11:00,27,On,2021-08-14 13:11:03,,,On
72230,2,2021-08-14 13:11:20,27,On,2021-08-14 13:11:22,,,On
72231,2,2021-08-14 13:11:43,27,On,2021-08-14 13:11:44,,,On
72232,2,2021-08-14 13:13:21,29,On,2021-08-14 13:16:06,,,On
72233,2,2021-08-14 13:16:06,30,Off,2021-08-14 13:18:27,,,Off
72234,2,2021-08-14 13:18:27,29,On,2021-08-14 14:20:31,,,On
72235,2,2021-08-14 14:20:31,30,Off,2021-08-14 14:23:54,,,Off
72236,2,2021-08-14 14:23:54,29,On,2021-08-14 14:25:02,,,On
72237,1,2021-08-14 14:25:02,38,On,2021-08-14 14:37:02,,,On
72238,2,2021-08-14 14:25:02,30,Off,,,,Off
72239,2,2021-08-14 14:25:02,9,Off,,,,Off
72240,2,2021-08-14 14:26:18,27,On,2021-08-14 14:26:31,,,On
72241,2,2021-08-14 14:26:53,27,On,2021-08-14 14:26:57,,,On
72242,2,2021-08-14 14:35:02,39,On,,,,On
72243,1,2021-08-14 14:37:02,4,Off,,,,Off
72244,1,2021-08-14 15:33:30,1,On,2021-08-14 15:33:41,,,On
72245,1,2021-08-14 15:33:30,4,Off,2021-08-14 15:35:20,,,Off
72246,2,2021-08-14 15:33:30,7,Off,,,,Off
72247,2,2021-08-14 15:33:30,9,Off,2021-08-14 15:35:20,,,Off
72248,2,2021-08-14 15:33:30,30,Off,2021-08-14 15:38:27,,,Off
72249,1,2021-08-14 15:33:35,36,Off,2021-08-14 15:33:35,,,Off
72250,1,2021-08-14 15:33:41,2,Off,2021-08-14 15:34:33,,,Off
72251,2,2021-08-14 15:33:42,33,On,2021-08-14 15:33:53,,,On
72252,2,2021-08-14 15:33:43,32,On,2021-08-14 15:33:53,,,On
72253,2,2021-08-14 15:33:44,31,On,2021-08-14 15:33:55,,,On
72254,2,2021-08-14 15:33:59,35,On,2021-08-14 15:34:03,,,On
72255,2,2021-08-14 15:34:06,33,On,2021-08-14 15:34:29,,,On
72256,2,2021-08-14 15:34:07,32,On,2021-08-14 15:34:29,,,On
72257,2,2021-08-14 15:34:08,31,On,2021-08-14 15:34:28,,,On
72258,1,2021-08-14 15:34:33,1,On,,,,On
72259,1,2021-08-14 15:34:36,5,On,2021-08-14 17:39:47,,,On
72260,1,2021-08-14 15:35:20,3,On,2021-08-14 17:39:47,,,On
72261,2,2021-08-14 15:35:20,8,On,2021-08-14 17:39:46,,,On
72262,2,2021-08-14 15:35:28,35,On,2021-08-14 17:39:46,,,On
72263,2,2021-08-14 15:38:27,29,On,2021-08-14 15:42:07,,,On
72264,2,2021-08-14 15:42:07,27,On,2021-08-14 15:43:38,,,On
72265,2,2021-08-14 15:42:07,30,Off,2021-08-14 15:44:28,,,Off
72266,2,2021-08-14 15:43:53,27,On,2021-08-14 15:43:53,,,On
72267,2,2021-08-14 15:44:28,29,On,2021-08-14 16:42:05,,,On
72268,2,2021-08-14 16:42:05,27,On,2021-08-14 16:42:08,,,On
72269,2,2021-08-14 16:42:05,30,Off,2021-08-14 16:44:26,,,Off
72270,2,2021-08-14 16:42:16,27,On,2021-08-14 16:42:30,,,On
72271,2,2021-08-14 16:42:38,27,On,2021-08-14 16:42:39,,,On
72272,2,2021-08-14 16:42:48,27,On,2021-08-14 16:42:54,,,On
72273,2,2021-08-14 16:44:26,29,On,2021-08-14 16:47:16,,,On
72274,2,2021-08-14 16:47:16,30,Off,2021-08-14 16:49:37,,,Off
72275,2,2021-08-14 16:47:16,27,On,2021-08-14 16:47:17,,,On
72276,2,2021-08-14 16:49:37,29,On,2021-08-14 16:53:05,,,On
72277,2,2021-08-14 16:53:05,30,Off,2021-08-14 16:55:26,,,Off
72278,2,2021-08-14 16:53:05,27,On,2021-08-14 16:53:05,,,On
72279,2,2021-08-14 16:55:26,29,On,2021-08-14 17:18:38,,,On
72280,2,2021-08-14 17:18:38,27,On,2021-08-14 17:18:42,,,On
72281,2,2021-08-14 17:18:38,30,Off,2021-08-14 17:21:00,,,Off
72282,2,2021-08-14 17:18:50,27,On,2021-08-14 17:18:51,,,On
72283,2,2021-08-14 17:21:00,29,On,2021-08-14 17:28:35,,,On
72284,2,2021-08-14 17:28:35,27,On,2021-08-14 17:28:36,,,On
72285,2,2021-08-14 17:28:35,30,Off,2021-08-14 17:30:57,,,Off
72286,2,2021-08-14 17:28:44,27,On,2021-08-14 17:28:49,,,On
72287,2,2021-08-14 17:30:57,29,On,2021-08-14 17:35:24,,,On
72288,2,2021-08-14 17:35:24,30,Off,,,,Off
72289,2,2021-08-14 17:39:46,9,Off,,,,Off
72290,1,2021-08-14 17:39:47,4,Off,,,,Off
72291,0,2021-08-14 17:39:47,0,On,2021-08-14 17:39:48,,,On
72292,1,2021-08-14 17:39:48,36,Off,2021-08-14 17:39:49,,,Off
72293,0,2021-08-14 17:41:40,0,On,2021-08-14 17:41:43,,,On
72294,1,2021-08-14 17:41:43,36,Off,2021-08-14 17:41:43,,,Off
72295,1,2021-08-14 17:42:11,1,On,,,,On
72296,1,2021-08-14 17:42:11,4,Off,2021-08-14 17:43:01,,,Off
72297,2,2021-08-14 17:42:11,7,Off,,,,Off
72298,2,2021-08-14 17:42:11,9,Off,2021-08-14 17:43:01,,,Off
72299,2,2021-08-14 17:42:11,30,Off,2021-08-14 17:46:09,,,Off
72300,1,2021-08-14 17:42:17,5,On,2021-08-14 20:00:51,,,On
72301,2,2021-08-14 17:43:01,8,On,2021-08-14 20:00:19,,,On
72302,1,2021-08-14 17:43:01,3,On,2021-08-14 20:00:51,,,On
72303,2,2021-08-14 17:43:09,35,On,2021-08-14 20:00:52,,,On
72304,2,2021-08-14 17:46:09,29,On,2021-08-14 17:49:18,,,On
72305,2,2021-08-14 17:49:18,27,On,2021-08-14 17:50:29,,,On
72306,2,2021-08-14 17:49:18,30,Off,2021-08-14 17:51:39,,,Off
72307,2,2021-08-14 17:50:37,27,On,2021-08-14 17:50:42,,,On
72308,2,2021-08-14 17:51:39,29,On,2021-08-14 18:58:35,,,On
72309,2,2021-08-14 18:58:35,30,Off,2021-08-14 19:00:56,,,Off
72310,2,2021-08-14 18:58:35,27,On,2021-08-14 18:58:35,,,On
72311,2,2021-08-14 19:00:56,29,On,2021-08-14 19:12:27,,,On
72312,2,2021-08-14 19:12:27,27,On,2021-08-14 19:12:28,,,On
72313,2,2021-08-14 19:12:27,30,Off,2021-08-14 19:14:49,,,Off
72314,2,2021-08-14 19:14:49,29,On,2021-08-14 19:24:39,,,On
72315,2,2021-08-14 19:24:38,27,On,2021-08-14 19:24:41,,,On
72316,2,2021-08-14 19:24:39,30,Off,2021-08-14 19:27:00,,,Off
72317,2,2021-08-14 19:27:00,29,On,2021-08-14 19:35:27,,,On
72318,2,2021-08-14 19:35:27,30,Off,2021-08-14 19:37:48,,,Off
72319,2,2021-08-14 19:35:27,27,On,2021-08-14 19:35:28,,,On
72320,2,2021-08-14 19:37:48,29,On,2021-08-14 19:40:35,,,On
72321,2,2021-08-14 19:40:34,27,On,2021-08-14 19:40:41,,,On
72322,2,2021-08-14 19:40:35,30,Off,2021-08-14 19:42:56,,,Off
72323,2,2021-08-14 19:40:49,27,On,2021-08-14 19:40:53,,,On
72324,2,2021-08-14 19:41:10,27,On,2021-08-14 19:41:16,,,On
72325,2,2021-08-14 19:42:56,29,On,2021-08-14 19:43:07,,,On
72326,2,2021-08-14 19:43:07,30,Off,2021-08-14 19:48:07,,,Off
72327,2,2021-08-14 19:48:07,29,On,2021-08-14 20:00:19,,,On
72328,1,2021-08-14 20:00:19,36,Off,2021-08-14 20:00:19,,,Off
72329,1,2021-08-14 20:00:19,38,On,,,,On
72330,2,2021-08-14 20:00:19,30,Off,,,,Off
72331,2,2021-08-14 20:00:19,9,Off,,,,Off
72332,0,2021-08-14 20:00:51,0,On,2021-08-14 20:00:57,,,On
72333,1,2021-08-14 20:00:51,4,Off,,,,Off
72334,1,2021-08-14 20:00:57,36,Off,2021-08-14 20:00:57,,,Off
72335,1,2021-08-14 20:00:58,36,Off,2021-08-14 20:00:58,,,Off
72336,1,2021-08-15 06:07:18,1,On,2021-08-15 09:14:39,,,On
72337,1,2021-08-15 06:07:18,4,Off,2021-08-15 06:13:02,,,Off
72338,2,2021-08-15 06:07:18,7,Off,,,,Off
72339,2,2021-08-15 06:07:18,9,Off,2021-08-15 06:13:03,,,Off
72340,2,2021-08-15 06:07:18,30,Off,2021-08-15 06:16:10,,,Off
72341,1,2021-08-15 06:07:34,36,Off,2021-08-15 06:07:34,,,Off
72342,1,2021-08-15 06:12:18,5,On,2021-08-15 09:09:51,,,On
72343,1,2021-08-15 06:13:02,3,On,2021-08-15 09:09:51,,,On
72344,2,2021-08-15 06:13:03,8,On,2021-08-15 09:09:51,,,On
72345,2,2021-08-15 06:13:10,35,On,2021-08-15 09:09:51,,,On
72346,2,2021-08-15 06:16:10,29,On,2021-08-15 06:19:03,,,On
72347,2,2021-08-15 06:19:03,27,On,2021-08-15 06:19:30,,,On
72348,2,2021-08-15 06:19:03,30,Off,2021-08-15 06:21:25,,,Off
72349,2,2021-08-15 06:19:37,27,On,2021-08-15 06:19:38,,,On
72350,2,2021-08-15 06:21:25,29,On,2021-08-15 07:57:08,,,On
72351,2,2021-08-15 07:57:08,27,On,2021-08-15 07:57:11,,,On
72352,2,2021-08-15 07:57:08,30,Off,2021-08-15 07:59:29,,,Off
72353,2,2021-08-15 07:57:19,27,On,2021-08-15 07:57:26,,,On
72354,2,2021-08-15 07:59:29,29,On,2021-08-15 08:12:44,,,On
72355,2,2021-08-15 08:12:44,30,Off,2021-08-15 08:14:58,,,Off
72356,2,2021-08-15 08:14:58,29,On,2021-08-15 08:53:52,,,On
72357,2,2021-08-15 08:53:52,27,On,2021-08-15 08:54:51,,,On
72358,2,2021-08-15 08:53:52,30,Off,2021-08-15 08:56:14,,,Off
72359,2,2021-08-15 08:56:14,29,On,2021-08-15 09:07:48,,,On
72360,2,2021-08-15 09:07:48,30,Off,2021-08-15 09:19:01,,,Off
72361,2,2021-08-15 09:09:51,9,Off,2021-08-15 09:15:53,,,Off
72362,0,2021-08-15 09:09:51,0,On,2021-08-15 09:09:53,,,On
72363,1,2021-08-15 09:09:51,4,Off,2021-08-15 09:15:53,,,Off
72364,1,2021-08-15 09:09:53,36,Off,2021-08-15 09:09:53,,,Off
72365,1,2021-08-15 09:14:39,2,Off,2021-08-15 09:15:06,,,Off
72366,2,2021-08-15 09:14:41,31,On,2021-08-15 09:14:51,,,On
72367,2,2021-08-15 09:14:55,31,On,2021-08-15 09:15:02,,,On
72368,1,2021-08-15 09:15:06,1,On,2021-08-15 15:09:01,,,On
72369,1,2021-08-15 09:15:09,5,On,2021-08-15 11:03:26,,,On
72370,1,2021-08-15 09:15:53,3,On,2021-08-15 11:03:26,,,On
72371,2,2021-08-15 09:15:53,8,On,2021-08-15 11:03:26,,,On
72372,2,2021-08-15 09:16:01,35,On,2021-08-15 11:03:26,,,On
72373,2,2021-08-15 09:19:01,29,On,2021-08-15 11:00:39,,,On
72374,2,2021-08-15 11:00:39,30,Off,2021-08-15 11:03:25,,,Off
72375,2,2021-08-15 11:03:25,29,On,2021-08-15 11:03:26,,,On
72376,0,2021-08-15 11:03:26,0,On,2021-08-15 11:03:28,,,On
72377,2,2021-08-15 11:03:26,9,Off,2021-08-15 11:05:49,,,Off
72378,1,2021-08-15 11:03:26,4,Off,2021-08-15 11:05:49,,,Off
72379,2,2021-08-15 11:03:26,30,Off,2021-08-15 11:08:57,,,Off
72380,2,2021-08-15 11:03:29,37,Off,2021-08-15 11:03:29,,,Off
72381,1,2021-08-15 11:05:05,5,On,2021-08-15 14:32:07,,,On
